Area,Item,Year, hg/ha_yield , average_rain_fall_mm_per_year , pesticides_tonnes ,avg_temp
Brazil,Wheat,1999,"19,699","1,761","127,585",17.66
Brazil,Wheat,1999,"19,699","1,761","127,585",27.64
Brazil,Wheat,1999,"19,699","1,761","127,585",20.04
Brazil,Wheat,1999,"19,699","1,761","127,585",26.66
Brazil,Wheat,1999,"19,699","1,761","127,585",18.39
Brazil,Wheat,1999,"19,699","1,761","127,585",25.88
Brazil,Wheat,1999,"19,699","1,761","127,585",24.01
Brazil,Wheat,1999,"19,699","1,761","127,585",25.32
Brazil,Yams,1999,"92,000","1,761","127,585",21.59
Brazil,Yams,1999,"92,000","1,761","127,585",20.04
Brazil,Yams,1999,"92,000","1,761","127,585",17.66
Brazil,Yams,1999,"92,000","1,761","127,585",17.66
Brazil,Yams,1999,"92,000","1,761","127,585",27.64
Brazil,Yams,1999,"92,000","1,761","127,585",20.04
Brazil,Yams,1999,"92,000","1,761","127,585",26.66
Brazil,Yams,1999,"92,000","1,761","127,585",18.39
Brazil,Yams,1999,"92,000","1,761","127,585",25.88
Brazil,Yams,1999,"92,000","1,761","127,585",24.01
Brazil,Yams,1999,"92,000","1,761","127,585",25.32
Brazil,Cassava,2000,"134,815","1,761","140,423",21.69
Brazil,Cassava,2000,"134,815","1,761","140,423",20.32
Brazil,Cassava,2000,"134,815","1,761","140,423",18.01
Brazil,Cassava,2000,"134,815","1,761","140,423",18.01
Brazil,Cassava,2000,"134,815","1,761","140,423",27.5
Brazil,Cassava,2000,"134,815","1,761","140,423",20.32
Brazil,Cassava,2000,"134,815","1,761","140,423",26.82
Brazil,Cassava,2000,"134,815","1,761","140,423",18.65
Brazil,Cassava,2000,"134,815","1,761","140,423",25.71
Brazil,Cassava,2000,"134,815","1,761","140,423",24.36
Brazil,Cassava,2000,"134,815","1,761","140,423",25.35
Brazil,Maize,2000,"27,182","1,761","140,423",21.69
Brazil,Maize,2000,"27,182","1,761","140,423",20.32
Brazil,Maize,2000,"27,182","1,761","140,423",18.01
Brazil,Maize,2000,"27,182","1,761","140,423",18.01
Brazil,Maize,2000,"27,182","1,761","140,423",27.5
Brazil,Maize,2000,"27,182","1,761","140,423",20.32
Brazil,Maize,2000,"27,182","1,761","140,423",26.82
Brazil,Maize,2000,"27,182","1,761","140,423",18.65
Brazil,Maize,2000,"27,182","1,761","140,423",25.71
Brazil,Maize,2000,"27,182","1,761","140,423",24.36
Brazil,Maize,2000,"27,182","1,761","140,423",25.35
Brazil,Potatoes,2000,"171,813","1,761","140,423",21.69
Brazil,Potatoes,2000,"171,813","1,761","140,423",20.32
Brazil,Potatoes,2000,"171,813","1,761","140,423",18.01
Brazil,Potatoes,2000,"171,813","1,761","140,423",18.01
Brazil,Potatoes,2000,"171,813","1,761","140,423",27.5
Brazil,Potatoes,2000,"171,813","1,761","140,423",20.32
Brazil,Potatoes,2000,"171,813","1,761","140,423",26.82
Brazil,Potatoes,2000,"171,813","1,761","140,423",18.65
Brazil,Potatoes,2000,"171,813","1,761","140,423",25.71
Brazil,Potatoes,2000,"171,813","1,761","140,423",24.36
Brazil,Potatoes,2000,"171,813","1,761","140,423",25.35
Brazil,"Rice, paddy",2000,"30,382","1,761","140,423",21.69
Brazil,"Rice, paddy",2000,"30,382","1,761","140,423",20.32
Brazil,"Rice, paddy",2000,"30,382","1,761","140,423",18.01
Brazil,"Rice, paddy",2000,"30,382","1,761","140,423",18.01
Brazil,"Rice, paddy",2000,"30,382","1,761","140,423",27.5
Brazil,"Rice, paddy",2000,"30,382","1,761","140,423",20.32
Brazil,"Rice, paddy",2000,"30,382","1,761","140,423",26.82
Brazil,"Rice, paddy",2000,"30,382","1,761","140,423",18.65
Brazil,"Rice, paddy",2000,"30,382","1,761","140,423",25.71
Brazil,"Rice, paddy",2000,"30,382","1,761","140,423",24.36
Brazil,"Rice, paddy",2000,"30,382","1,761","140,423",25.35
Brazil,Sorghum,2000,"15,013","1,761","140,423",21.69
Brazil,Sorghum,2000,"15,013","1,761","140,423",20.32
Brazil,Sorghum,2000,"15,013","1,761","140,423",18.01
Brazil,Sorghum,2000,"15,013","1,761","140,423",18.01
Brazil,Sorghum,2000,"15,013","1,761","140,423",27.5
Brazil,Sorghum,2000,"15,013","1,761","140,423",20.32
Brazil,Sorghum,2000,"15,013","1,761","140,423",26.82
Brazil,Sorghum,2000,"15,013","1,761","140,423",18.65
Brazil,Sorghum,2000,"15,013","1,761","140,423",25.71
Brazil,Sorghum,2000,"15,013","1,761","140,423",24.36
Brazil,Sorghum,2000,"15,013","1,761","140,423",25.35
Brazil,Soybeans,2000,"24,033","1,761","140,423",21.69
Brazil,Soybeans,2000,"24,033","1,761","140,423",20.32
Brazil,Soybeans,2000,"24,033","1,761","140,423",18.01
Brazil,Soybeans,2000,"24,033","1,761","140,423",18.01
Brazil,Soybeans,2000,"24,033","1,761","140,423",27.5
Brazil,Soybeans,2000,"24,033","1,761","140,423",20.32
Brazil,Soybeans,2000,"24,033","1,761","140,423",26.82
Brazil,Soybeans,2000,"24,033","1,761","140,423",18.65
Brazil,Soybeans,2000,"24,033","1,761","140,423",25.71
Brazil,Soybeans,2000,"24,033","1,761","140,423",24.36
Brazil,Soybeans,2000,"24,033","1,761","140,423",25.35
Brazil,Sweet potatoes,2000,"110,351","1,761","140,423",21.69
Brazil,Sweet potatoes,2000,"110,351","1,761","140,423",20.32
Brazil,Sweet potatoes,2000,"110,351","1,761","140,423",18.01
Brazil,Sweet potatoes,2000,"110,351","1,761","140,423",18.01
Brazil,Sweet potatoes,2000,"110,351","1,761","140,423",27.5
Brazil,Sweet potatoes,2000,"110,351","1,761","140,423",20.32
Brazil,Sweet potatoes,2000,"110,351","1,761","140,423",26.82
Brazil,Sweet potatoes,2000,"110,351","1,761","140,423",18.65
Brazil,Sweet potatoes,2000,"110,351","1,761","140,423",25.71
Brazil,Sweet potatoes,2000,"110,351","1,761","140,423",24.36
Brazil,Sweet potatoes,2000,"110,351","1,761","140,423",25.35
Brazil,Wheat,2000,"15,156","1,761","140,423",21.69
Brazil,Wheat,2000,"15,156","1,761","140,423",20.32
Brazil,Wheat,2000,"15,156","1,761","140,423",18.01
Brazil,Wheat,2000,"15,156","1,761","140,423",18.01
Brazil,Wheat,2000,"15,156","1,761","140,423",27.5
Brazil,Wheat,2000,"15,156","1,761","140,423",20.32
Brazil,Wheat,2000,"15,156","1,761","140,423",26.82
Brazil,Wheat,2000,"15,156","1,761","140,423",18.65
Brazil,Wheat,2000,"15,156","1,761","140,423",25.71
Brazil,Wheat,2000,"15,156","1,761","140,423",24.36
Brazil,Wheat,2000,"15,156","1,761","140,423",25.35
Brazil,Yams,2000,"91,522","1,761","140,423",21.69
Brazil,Yams,2000,"91,522","1,761","140,423",20.32
Brazil,Yams,2000,"91,522","1,761","140,423",18.01
Brazil,Yams,2000,"91,522","1,761","140,423",18.01
Brazil,Yams,2000,"91,522","1,761","140,423",27.5
Brazil,Yams,2000,"91,522","1,761","140,423",20.32
Brazil,Yams,2000,"91,522","1,761","140,423",26.82
Brazil,Yams,2000,"91,522","1,761","140,423",18.65
Brazil,Yams,2000,"91,522","1,761","140,423",25.71
Brazil,Yams,2000,"91,522","1,761","140,423",24.36
Brazil,Yams,2000,"91,522","1,761","140,423",25.35
Brazil,Cassava,2001,"135,418","1,761","151,523",22.14
Brazil,Cassava,2001,"135,418","1,761","151,523",20.96
Brazil,Cassava,2001,"135,418","1,761","151,523",18.67
Brazil,Cassava,2001,"135,418","1,761","151,523",18.67
Brazil,Cassava,2001,"135,418","1,761","151,523",27.69
Brazil,Cassava,2001,"135,418","1,761","151,523",20.96
Brazil,Cassava,2001,"135,418","1,761","151,523",27.08
Brazil,Cassava,2001,"135,418","1,761","151,523",19.73
Brazil,Cassava,2001,"135,418","1,761","151,523",26.08
Brazil,Cassava,2001,"135,418","1,761","151,523",24.99
Brazil,Cassava,2001,"135,418","1,761","151,523",25.59
Brazil,Maize,2001,"34,019","1,761","151,523",22.14
Brazil,Maize,2001,"34,019","1,761","151,523",20.96
Brazil,Maize,2001,"34,019","1,761","151,523",18.67
Brazil,Maize,2001,"34,019","1,761","151,523",18.67
Brazil,Maize,2001,"34,019","1,761","151,523",27.69
Brazil,Maize,2001,"34,019","1,761","151,523",20.96
Brazil,Maize,2001,"34,019","1,761","151,523",27.08
Brazil,Maize,2001,"34,019","1,761","151,523",19.73
Brazil,Maize,2001,"34,019","1,761","151,523",26.08
Brazil,Maize,2001,"34,019","1,761","151,523",24.99
Brazil,Maize,2001,"34,019","1,761","151,523",25.59
Brazil,Potatoes,2001,"184,997","1,761","151,523",22.14
Brazil,Potatoes,2001,"184,997","1,761","151,523",20.96
Brazil,Potatoes,2001,"184,997","1,761","151,523",18.67
Brazil,Potatoes,2001,"184,997","1,761","151,523",18.67
Brazil,Potatoes,2001,"184,997","1,761","151,523",27.69
Brazil,Potatoes,2001,"184,997","1,761","151,523",20.96
Brazil,Potatoes,2001,"184,997","1,761","151,523",27.08
Brazil,Potatoes,2001,"184,997","1,761","151,523",19.73
Brazil,Potatoes,2001,"184,997","1,761","151,523",26.08
Brazil,Potatoes,2001,"184,997","1,761","151,523",24.99
Brazil,Potatoes,2001,"184,997","1,761","151,523",25.59
Brazil,"Rice, paddy",2001,"32,405","1,761","151,523",22.14
Brazil,"Rice, paddy",2001,"32,405","1,761","151,523",20.96
Brazil,"Rice, paddy",2001,"32,405","1,761","151,523",18.67
Brazil,"Rice, paddy",2001,"32,405","1,761","151,523",18.67
Brazil,"Rice, paddy",2001,"32,405","1,761","151,523",27.69
Brazil,"Rice, paddy",2001,"32,405","1,761","151,523",20.96
Brazil,"Rice, paddy",2001,"32,405","1,761","151,523",27.08
Brazil,"Rice, paddy",2001,"32,405","1,761","151,523",19.73
Brazil,"Rice, paddy",2001,"32,405","1,761","151,523",26.08
Brazil,"Rice, paddy",2001,"32,405","1,761","151,523",24.99
Brazil,"Rice, paddy",2001,"32,405","1,761","151,523",25.59
Brazil,Sorghum,2001,"18,654","1,761","151,523",22.14
Brazil,Sorghum,2001,"18,654","1,761","151,523",20.96
Brazil,Sorghum,2001,"18,654","1,761","151,523",18.67
Brazil,Sorghum,2001,"18,654","1,761","151,523",18.67
Brazil,Sorghum,2001,"18,654","1,761","151,523",27.69
Brazil,Sorghum,2001,"18,654","1,761","151,523",20.96
Brazil,Sorghum,2001,"18,654","1,761","151,523",27.08
Brazil,Sorghum,2001,"18,654","1,761","151,523",19.73
Brazil,Sorghum,2001,"18,654","1,761","151,523",26.08
Brazil,Sorghum,2001,"18,654","1,761","151,523",24.99
Brazil,Sorghum,2001,"18,654","1,761","151,523",25.59
Brazil,Soybeans,2001,"27,105","1,761","151,523",22.14
Brazil,Soybeans,2001,"27,105","1,761","151,523",20.96
Brazil,Soybeans,2001,"27,105","1,761","151,523",18.67
Brazil,Soybeans,2001,"27,105","1,761","151,523",18.67
Brazil,Soybeans,2001,"27,105","1,761","151,523",27.69
Brazil,Soybeans,2001,"27,105","1,761","151,523",20.96
Brazil,Soybeans,2001,"27,105","1,761","151,523",27.08
Brazil,Soybeans,2001,"27,105","1,761","151,523",19.73
Brazil,Soybeans,2001,"27,105","1,761","151,523",26.08
Brazil,Soybeans,2001,"27,105","1,761","151,523",24.99
Brazil,Soybeans,2001,"27,105","1,761","151,523",25.59
Brazil,Sweet potatoes,2001,"113,496","1,761","151,523",22.14
Brazil,Sweet potatoes,2001,"113,496","1,761","151,523",20.96
Brazil,Sweet potatoes,2001,"113,496","1,761","151,523",18.67
Brazil,Sweet potatoes,2001,"113,496","1,761","151,523",18.67
Brazil,Sweet potatoes,2001,"113,496","1,761","151,523",27.69
Brazil,Sweet potatoes,2001,"113,496","1,761","151,523",20.96
Brazil,Sweet potatoes,2001,"113,496","1,761","151,523",27.08
Brazil,Sweet potatoes,2001,"113,496","1,761","151,523",19.73
Brazil,Sweet potatoes,2001,"113,496","1,761","151,523",26.08
Brazil,Sweet potatoes,2001,"113,496","1,761","151,523",24.99
Brazil,Sweet potatoes,2001,"113,496","1,761","151,523",25.59
Brazil,Wheat,2001,"19,488","1,761","151,523",22.14
Brazil,Wheat,2001,"19,488","1,761","151,523",20.96
Brazil,Wheat,2001,"19,488","1,761","151,523",18.67
Brazil,Wheat,2001,"19,488","1,761","151,523",18.67
Brazil,Wheat,2001,"19,488","1,761","151,523",27.69
Brazil,Wheat,2001,"19,488","1,761","151,523",20.96
Brazil,Wheat,2001,"19,488","1,761","151,523",27.08
Brazil,Wheat,2001,"19,488","1,761","151,523",19.73
Brazil,Wheat,2001,"19,488","1,761","151,523",26.08
Brazil,Wheat,2001,"19,488","1,761","151,523",24.99
Brazil,Wheat,2001,"19,488","1,761","151,523",25.59
Brazil,Yams,2001,"90,385","1,761","151,523",22.14
Brazil,Yams,2001,"90,385","1,761","151,523",20.96
Brazil,Yams,2001,"90,385","1,761","151,523",18.67
Brazil,Yams,2001,"90,385","1,761","151,523",18.67
Brazil,Yams,2001,"90,385","1,761","151,523",27.69
Brazil,Yams,2001,"90,385","1,761","151,523",20.96
Brazil,Yams,2001,"90,385","1,761","151,523",27.08
Brazil,Yams,2001,"90,385","1,761","151,523",19.73
Brazil,Yams,2001,"90,385","1,761","151,523",26.08
Brazil,Yams,2001,"90,385","1,761","151,523",24.99
Brazil,Yams,2001,"90,385","1,761","151,523",25.59
Brazil,Cassava,2002,"137,949","1,761","145,552",22.5
Brazil,Cassava,2002,"137,949","1,761","145,552",21.3
Brazil,Cassava,2002,"137,949","1,761","145,552",19.09
Brazil,Cassava,2002,"137,949","1,761","145,552",19.09
Brazil,Cassava,2002,"137,949","1,761","145,552",27.85
Brazil,Cassava,2002,"137,949","1,761","145,552",21.3
Brazil,Cassava,2002,"137,949","1,761","145,552",27.27
Brazil,Cassava,2002,"137,949","1,761","145,552",19.49
Brazil,Cassava,2002,"137,949","1,761","145,552",26.01
Brazil,Cassava,2002,"137,949","1,761","145,552",25.18
Brazil,Cassava,2002,"137,949","1,761","145,552",25.56
Brazil,Maize,2002,"30,559","1,761","145,552",22.5
Brazil,Maize,2002,"30,559","1,761","145,552",21.3
Brazil,Maize,2002,"30,559","1,761","145,552",19.09
Brazil,Maize,2002,"30,559","1,761","145,552",19.09
Brazil,Maize,2002,"30,559","1,761","145,552",27.85
Brazil,Maize,2002,"30,559","1,761","145,552",21.3
Brazil,Maize,2002,"30,559","1,761","145,552",27.27
Brazil,Maize,2002,"30,559","1,761","145,552",19.49
Brazil,Maize,2002,"30,559","1,761","145,552",26.01
Brazil,Maize,2002,"30,559","1,761","145,552",25.18
Brazil,Maize,2002,"30,559","1,761","145,552",25.56
Brazil,Potatoes,2002,"194,038","1,761","145,552",22.5
Brazil,Potatoes,2002,"194,038","1,761","145,552",21.3
Brazil,Potatoes,2002,"194,038","1,761","145,552",19.09
Brazil,Potatoes,2002,"194,038","1,761","145,552",19.09
Brazil,Potatoes,2002,"194,038","1,761","145,552",27.85
Brazil,Potatoes,2002,"194,038","1,761","145,552",21.3
Brazil,Potatoes,2002,"194,038","1,761","145,552",27.27
Brazil,Potatoes,2002,"194,038","1,761","145,552",19.49
Brazil,Potatoes,2002,"194,038","1,761","145,552",26.01
Brazil,Potatoes,2002,"194,038","1,761","145,552",25.18
Brazil,Potatoes,2002,"194,038","1,761","145,552",25.56
Brazil,"Rice, paddy",2002,"33,246","1,761","145,552",22.5
Brazil,"Rice, paddy",2002,"33,246","1,761","145,552",21.3
Brazil,"Rice, paddy",2002,"33,246","1,761","145,552",19.09
Brazil,"Rice, paddy",2002,"33,246","1,761","145,552",19.09
Brazil,"Rice, paddy",2002,"33,246","1,761","145,552",27.85
Brazil,"Rice, paddy",2002,"33,246","1,761","145,552",21.3
Brazil,"Rice, paddy",2002,"33,246","1,761","145,552",27.27
Brazil,"Rice, paddy",2002,"33,246","1,761","145,552",19.49
Brazil,"Rice, paddy",2002,"33,246","1,761","145,552",26.01
Brazil,"Rice, paddy",2002,"33,246","1,761","145,552",25.18
Brazil,"Rice, paddy",2002,"33,246","1,761","145,552",25.56
Brazil,Sorghum,2002,"18,573","1,761","145,552",22.5
Brazil,Sorghum,2002,"18,573","1,761","145,552",21.3
Brazil,Sorghum,2002,"18,573","1,761","145,552",19.09
Brazil,Sorghum,2002,"18,573","1,761","145,552",19.09
Brazil,Sorghum,2002,"18,573","1,761","145,552",27.85
Brazil,Sorghum,2002,"18,573","1,761","145,552",21.3
Brazil,Sorghum,2002,"18,573","1,761","145,552",27.27
Brazil,Sorghum,2002,"18,573","1,761","145,552",19.49
Brazil,Sorghum,2002,"18,573","1,761","145,552",26.01
Brazil,Sorghum,2002,"18,573","1,761","145,552",25.18
Brazil,Sorghum,2002,"18,573","1,761","145,552",25.56
Brazil,Soybeans,2002,"25,739","1,761","145,552",22.5
Brazil,Soybeans,2002,"25,739","1,761","145,552",21.3
Brazil,Soybeans,2002,"25,739","1,761","145,552",19.09
Brazil,Soybeans,2002,"25,739","1,761","145,552",19.09
Brazil,Soybeans,2002,"25,739","1,761","145,552",27.85
Brazil,Soybeans,2002,"25,739","1,761","145,552",21.3
Brazil,Soybeans,2002,"25,739","1,761","145,552",27.27
Brazil,Soybeans,2002,"25,739","1,761","145,552",19.49
Brazil,Soybeans,2002,"25,739","1,761","145,552",26.01
Brazil,Soybeans,2002,"25,739","1,761","145,552",25.18
Brazil,Soybeans,2002,"25,739","1,761","145,552",25.56
Brazil,Sweet potatoes,2002,"113,463","1,761","145,552",22.5
Brazil,Sweet potatoes,2002,"113,463","1,761","145,552",21.3
Brazil,Sweet potatoes,2002,"113,463","1,761","145,552",19.09
Brazil,Sweet potatoes,2002,"113,463","1,761","145,552",19.09
Brazil,Sweet potatoes,2002,"113,463","1,761","145,552",27.85
Brazil,Sweet potatoes,2002,"113,463","1,761","145,552",21.3
Brazil,Sweet potatoes,2002,"113,463","1,761","145,552",27.27
Brazil,Sweet potatoes,2002,"113,463","1,761","145,552",19.49
Brazil,Sweet potatoes,2002,"113,463","1,761","145,552",26.01
Brazil,Sweet potatoes,2002,"113,463","1,761","145,552",25.18
Brazil,Sweet potatoes,2002,"113,463","1,761","145,552",25.56
Brazil,Wheat,2002,"14,754","1,761","145,552",22.5
Brazil,Wheat,2002,"14,754","1,761","145,552",21.3
Brazil,Wheat,2002,"14,754","1,761","145,552",19.09
Brazil,Wheat,2002,"14,754","1,761","145,552",19.09
Brazil,Wheat,2002,"14,754","1,761","145,552",27.85
Brazil,Wheat,2002,"14,754","1,761","145,552",21.3
Brazil,Wheat,2002,"14,754","1,761","145,552",27.27
Brazil,Wheat,2002,"14,754","1,761","145,552",19.49
Brazil,Wheat,2002,"14,754","1,761","145,552",26.01
Brazil,Wheat,2002,"14,754","1,761","145,552",25.18
Brazil,Wheat,2002,"14,754","1,761","145,552",25.56
Brazil,Yams,2002,"92,000","1,761","145,552",22.5
Brazil,Yams,2002,"92,000","1,761","145,552",21.3
Brazil,Yams,2002,"92,000","1,761","145,552",19.09
Brazil,Yams,2002,"92,000","1,761","145,552",19.09
Brazil,Yams,2002,"92,000","1,761","145,552",27.85
Brazil,Yams,2002,"92,000","1,761","145,552",21.3
Brazil,Yams,2002,"92,000","1,761","145,552",27.27
Brazil,Yams,2002,"92,000","1,761","145,552",19.49
Brazil,Yams,2002,"92,000","1,761","145,552",26.01
Brazil,Yams,2002,"92,000","1,761","145,552",25.18
Brazil,Yams,2002,"92,000","1,761","145,552",25.56
Brazil,Cassava,2004,"136,343","1,761","214,725",21.59
Brazil,Cassava,2004,"136,343","1,761","214,725",20.05
Brazil,Cassava,2004,"136,343","1,761","214,725",17.88
Brazil,Cassava,2004,"136,343","1,761","214,725",17.88
Brazil,Cassava,2004,"136,343","1,761","214,725",27.72
Brazil,Cassava,2004,"136,343","1,761","214,725",20.05
Brazil,Cassava,2004,"136,343","1,761","214,725",27.24
Brazil,Cassava,2004,"136,343","1,761","214,725",18.75
Brazil,Cassava,2004,"136,343","1,761","214,725",25.94
Brazil,Cassava,2004,"136,343","1,761","214,725",24.24
Brazil,Cassava,2004,"136,343","1,761","214,725",25.37
Brazil,Maize,2004,"33,671","1,761","214,725",21.59
Brazil,Maize,2004,"33,671","1,761","214,725",20.05
Brazil,Maize,2004,"33,671","1,761","214,725",17.88
Brazil,Maize,2004,"33,671","1,761","214,725",17.88
Brazil,Maize,2004,"33,671","1,761","214,725",27.72
Brazil,Maize,2004,"33,671","1,761","214,725",20.05
Brazil,Maize,2004,"33,671","1,761","214,725",27.24
Brazil,Maize,2004,"33,671","1,761","214,725",18.75
Brazil,Maize,2004,"33,671","1,761","214,725",25.94
Brazil,Maize,2004,"33,671","1,761","214,725",24.24
Brazil,Maize,2004,"33,671","1,761","214,725",25.37
Brazil,Potatoes,2004,"213,525","1,761","214,725",21.59
Brazil,Potatoes,2004,"213,525","1,761","214,725",20.05
Brazil,Potatoes,2004,"213,525","1,761","214,725",17.88
Brazil,Potatoes,2004,"213,525","1,761","214,725",17.88
Brazil,Potatoes,2004,"213,525","1,761","214,725",27.72
Brazil,Potatoes,2004,"213,525","1,761","214,725",20.05
Brazil,Potatoes,2004,"213,525","1,761","214,725",27.24
Brazil,Potatoes,2004,"213,525","1,761","214,725",18.75
Brazil,Potatoes,2004,"213,525","1,761","214,725",25.94
Brazil,Potatoes,2004,"213,525","1,761","214,725",24.24
Brazil,Potatoes,2004,"213,525","1,761","214,725",25.37
Brazil,"Rice, paddy",2004,"35,565","1,761","214,725",21.59
Brazil,"Rice, paddy",2004,"35,565","1,761","214,725",20.05
Brazil,"Rice, paddy",2004,"35,565","1,761","214,725",17.88
Brazil,"Rice, paddy",2004,"35,565","1,761","214,725",17.88
Brazil,"Rice, paddy",2004,"35,565","1,761","214,725",27.72
Brazil,"Rice, paddy",2004,"35,565","1,761","214,725",20.05
Brazil,"Rice, paddy",2004,"35,565","1,761","214,725",27.24
Brazil,"Rice, paddy",2004,"35,565","1,761","214,725",18.75
Brazil,"Rice, paddy",2004,"35,565","1,761","214,725",25.94
Brazil,"Rice, paddy",2004,"35,565","1,761","214,725",24.24
Brazil,"Rice, paddy",2004,"35,565","1,761","214,725",25.37
Brazil,Sorghum,2004,"23,187","1,761","214,725",21.59
Brazil,Sorghum,2004,"23,187","1,761","214,725",20.05
Brazil,Sorghum,2004,"23,187","1,761","214,725",17.88
Brazil,Sorghum,2004,"23,187","1,761","214,725",17.88
Brazil,Sorghum,2004,"23,187","1,761","214,725",27.72
Brazil,Sorghum,2004,"23,187","1,761","214,725",20.05
Brazil,Sorghum,2004,"23,187","1,761","214,725",27.24
Brazil,Sorghum,2004,"23,187","1,761","214,725",18.75
Brazil,Sorghum,2004,"23,187","1,761","214,725",25.94
Brazil,Sorghum,2004,"23,187","1,761","214,725",24.24
Brazil,Sorghum,2004,"23,187","1,761","214,725",25.37
Brazil,Soybeans,2004,"23,005","1,761","214,725",21.59
Brazil,Soybeans,2004,"23,005","1,761","214,725",20.05
Brazil,Soybeans,2004,"23,005","1,761","214,725",17.88
Brazil,Soybeans,2004,"23,005","1,761","214,725",17.88
Brazil,Soybeans,2004,"23,005","1,761","214,725",27.72
Brazil,Soybeans,2004,"23,005","1,761","214,725",20.05
Brazil,Soybeans,2004,"23,005","1,761","214,725",27.24
Brazil,Soybeans,2004,"23,005","1,761","214,725",18.75
Brazil,Soybeans,2004,"23,005","1,761","214,725",25.94
Brazil,Soybeans,2004,"23,005","1,761","214,725",24.24
Brazil,Soybeans,2004,"23,005","1,761","214,725",25.37
Brazil,Sweet potatoes,2004,"114,957","1,761","214,725",21.59
Brazil,Sweet potatoes,2004,"114,957","1,761","214,725",20.05
Brazil,Sweet potatoes,2004,"114,957","1,761","214,725",17.88
Brazil,Sweet potatoes,2004,"114,957","1,761","214,725",17.88
Brazil,Sweet potatoes,2004,"114,957","1,761","214,725",27.72
Brazil,Sweet potatoes,2004,"114,957","1,761","214,725",20.05
Brazil,Sweet potatoes,2004,"114,957","1,761","214,725",27.24
Brazil,Sweet potatoes,2004,"114,957","1,761","214,725",18.75
Brazil,Sweet potatoes,2004,"114,957","1,761","214,725",25.94
Brazil,Sweet potatoes,2004,"114,957","1,761","214,725",24.24
Brazil,Sweet potatoes,2004,"114,957","1,761","214,725",25.37
Brazil,Wheat,2004,"20,728","1,761","214,725",21.59
Brazil,Wheat,2004,"20,728","1,761","214,725",20.05
Brazil,Wheat,2004,"20,728","1,761","214,725",17.88
Brazil,Wheat,2004,"20,728","1,761","214,725",17.88
Brazil,Wheat,2004,"20,728","1,761","214,725",27.72
Brazil,Wheat,2004,"20,728","1,761","214,725",20.05
Brazil,Wheat,2004,"20,728","1,761","214,725",27.24
Brazil,Wheat,2004,"20,728","1,761","214,725",18.75
Brazil,Wheat,2004,"20,728","1,761","214,725",25.94
Brazil,Wheat,2004,"20,728","1,761","214,725",24.24
Brazil,Wheat,2004,"20,728","1,761","214,725",25.37
Brazil,Yams,2004,"92,345","1,761","214,725",21.59
Brazil,Yams,2004,"92,345","1,761","214,725",20.05
Brazil,Yams,2004,"92,345","1,761","214,725",17.88
Brazil,Yams,2004,"92,345","1,761","214,725",17.88
Brazil,Yams,2004,"92,345","1,761","214,725",27.72
Brazil,Yams,2004,"92,345","1,761","214,725",20.05
Brazil,Yams,2004,"92,345","1,761","214,725",27.24
Brazil,Yams,2004,"92,345","1,761","214,725",18.75
Brazil,Yams,2004,"92,345","1,761","214,725",25.94
Brazil,Yams,2004,"92,345","1,761","214,725",24.24
Brazil,Yams,2004,"92,345","1,761","214,725",25.37
Brazil,Cassava,2005,"136,059","1,761","232,232",22.05
Brazil,Cassava,2005,"136,059","1,761","232,232",20.78
Brazil,Cassava,2005,"136,059","1,761","232,232",18.53
Brazil,Cassava,2005,"136,059","1,761","232,232",18.53
Brazil,Cassava,2005,"136,059","1,761","232,232",28.17
Brazil,Cassava,2005,"136,059","1,761","232,232",20.78
Brazil,Cassava,2005,"136,059","1,761","232,232",27.6
Brazil,Cassava,2005,"136,059","1,761","232,232",19.42
Brazil,Cassava,2005,"136,059","1,761","232,232",26.27
Brazil,Cassava,2005,"136,059","1,761","232,232",24.79
Brazil,Cassava,2005,"136,059","1,761","232,232",25.7
Brazil,Maize,2005,"30,403","1,761","232,232",22.05
Brazil,Maize,2005,"30,403","1,761","232,232",20.78
Brazil,Maize,2005,"30,403","1,761","232,232",18.53
Brazil,Maize,2005,"30,403","1,761","232,232",18.53
Brazil,Maize,2005,"30,403","1,761","232,232",28.17
Brazil,Maize,2005,"30,403","1,761","232,232",20.78
Brazil,Maize,2005,"30,403","1,761","232,232",27.6
Brazil,Maize,2005,"30,403","1,761","232,232",19.42
Brazil,Maize,2005,"30,403","1,761","232,232",26.27
Brazil,Maize,2005,"30,403","1,761","232,232",24.79
Brazil,Maize,2005,"30,403","1,761","232,232",25.7
Brazil,Potatoes,2005,"220,095","1,761","232,232",22.05
Brazil,Potatoes,2005,"220,095","1,761","232,232",20.78
Brazil,Potatoes,2005,"220,095","1,761","232,232",18.53
Brazil,Potatoes,2005,"220,095","1,761","232,232",18.53
Brazil,Potatoes,2005,"220,095","1,761","232,232",28.17
Brazil,Potatoes,2005,"220,095","1,761","232,232",20.78
Brazil,Potatoes,2005,"220,095","1,761","232,232",27.6
Brazil,Potatoes,2005,"220,095","1,761","232,232",19.42
Brazil,Potatoes,2005,"220,095","1,761","232,232",26.27
Brazil,Potatoes,2005,"220,095","1,761","232,232",24.79
Brazil,Potatoes,2005,"220,095","1,761","232,232",25.7
Brazil,"Rice, paddy",2005,"33,691","1,761","232,232",22.05
Brazil,"Rice, paddy",2005,"33,691","1,761","232,232",20.78
Brazil,"Rice, paddy",2005,"33,691","1,761","232,232",18.53
